epoch,learning_rate,loss,mae,mse,val_loss,val_mae,val_mse
0,9.999999747378752e-05,5.763837814331055,1.6540242433547974,4.260478496551514,5.41216516494751,1.4106820821762085,2.6917285919189453
1,0.00018000000272877514,5.373136520385742,1.5513373613357544,3.6701364517211914,5.049272060394287,1.4215513467788696,2.752694606781006
2,0.00026000000070780516,4.798854351043701,1.4204086065292358,2.9994559288024902,4.7133612632751465,1.5922313928604126,4.019042491912842
3,0.00033999999868683517,4.293957710266113,1.4340815544128418,3.0077359676361084,4.027950286865234,1.4134793281555176,2.911639928817749
4,0.0004199999966658652,3.734035015106201,1.354631781578064,2.687269687652588,3.5176079273223877,1.344651699066162,2.8902411460876465
5,0.0005000000237487257,3.2568325996398926,1.304638385772705,2.512113571166992,3.349168539047241,1.5962557792663574,4.131270408630371
6,0.000499390996992588,2.908524751663208,1.290976643562317,2.4808309078216553,2.774470329284668,1.2958900928497314,2.5258820056915283
7,0.0004975670017302036,2.602001428604126,1.208756923675537,2.2123658657073975,2.5581436157226562,1.2617292404174805,2.6666297912597656
8,0.0004945368855260313,2.3352646827697754,1.1415586471557617,1.9485121965408325,3.2023963928222656,2.154446601867676,6.301665782928467
9,0.0004903154331259429,2.1075644493103027,1.0832611322402954,1.7837022542953491,2.236480236053467,1.322117805480957,2.7762792110443115
10,0.0004849231627304107,1.9181346893310547,1.0490636825561523,1.7223728895187378,2.0018420219421387,1.2033464908599854,2.515692949295044
11,0.00047838635509833694,1.7858264446258545,1.0508143901824951,1.7554787397384644,1.8962693214416504,1.2461427450180054,2.512441396713257
12,0.00047073690802790225,1.6230331659317017,0.9972552061080933,1.578644037246704,1.6358016729354858,1.05791175365448,1.9229207038879395
13,0.00046201201621443033,1.5036134719848633,0.9766913056373596,1.514197826385498,1.5696537494659424,1.0834980010986328,2.0085349082946777
14,0.0004522542585618794,1.4152708053588867,0.9695825576782227,1.4885793924331665,1.4588582515716553,1.0711164474487305,1.7446154356002808
15,0.00044151110341772437,1.3402677774429321,0.9676311016082764,1.5004175901412964,1.4060008525848389,1.0734233856201172,1.9602547883987427
16,0.0004298349376767874,1.2369041442871094,0.9319115877151489,1.3947218656539917,1.4775761365890503,1.2313064336776733,2.4543304443359375
17,0.00041728265932761133,1.1577922105789185,0.9108155369758606,1.3527027368545532,1.3937000036239624,1.2071901559829712,2.274616003036499
18,0.0004039153573103249,1.0996559858322144,0.9100038409233093,1.3253427743911743,1.235329270362854,1.079349398612976,2.028848171234131
19,0.0003897982242051512,1.031027913093567,0.8876546025276184,1.2928450107574463,1.2209542989730835,1.1144753694534302,2.090878486633301
20,0.000375000003259629,0.9821087121963501,0.8762208819389343,1.241685390472412,1.214050054550171,1.1379271745681763,2.3042359352111816
