epoch,learning_rate,loss,mae,mse,val_loss,val_mae,val_mse
0,0.0007999999797903001,1.8965530395507812,1.6697319746017456,4.221672534942627,2.043795108795166,1.8214298486709595,4.0831990242004395
1,0.0007999999797903001,1.5034085512161255,1.2844974994659424,2.4752142429351807,2.035426378250122,1.8221170902252197,4.098877429962158
2,0.0007999999797903001,1.7300236225128174,1.520599603652954,3.61431884765625,2.024770975112915,1.8212875127792358,4.248216152191162
3,0.0007999999797903001,1.594683289527893,1.3951301574707031,2.9649300575256348,2.154139280319214,1.9606859683990479,5.70672082901001
4,0.0007999999797903001,1.6112768650054932,1.4218655824661255,2.8558287620544434,2.0052738189697266,1.822045922279358,4.102250576019287
5,0.0007999999797903001,1.5177313089370728,1.3385181427001953,2.4421017169952393,2.140577793121338,1.9674289226531982,5.879973411560059
6,0.0007999999797903001,1.8047407865524292,1.6354531049728394,3.8232362270355225,1.9610267877578735,1.7975168228149414,4.316117763519287
7,0.0007999999797903001,1.6487776041030884,1.4887797832489014,2.7594943046569824,2.0087316036224365,1.8538306951522827,4.8458709716796875
8,0.0007999999797903001,1.512877345085144,1.3611226081848145,2.5673208236694336,1.8513062000274658,1.7041900157928467,3.877040147781372
9,0.0007999999797903001,1.3160679340362549,1.1716878414154053,2.0180306434631348,1.6328232288360596,1.4923558235168457,3.2533047199249268
10,0.0007999999797903001,1.3534138202667236,1.215229868888855,2.114989757537842,1.4310758113861084,1.2961704730987549,2.1226563453674316
11,0.0007999999797903001,1.0726110935211182,0.9396096467971802,1.7265453338623047,1.3293174505233765,1.1990618705749512,2.6872928142547607
12,0.0007999999797903001,1.1218870878219604,0.9932613372802734,1.6107871532440186,1.8862743377685547,1.7600246667861938,4.351410865783691
13,0.0007999999797903001,1.1994410753250122,1.074635624885559,1.6926690340042114,1.6842167377471924,1.5615882873535156,3.178115129470825
14,0.0007999999797903001,1.1756020784378052,1.0543713569641113,2.0122323036193848,1.8484302759170532,1.7292693853378296,5.2004241943359375
15,0.0007999999797903001,1.109695553779602,0.9917685985565186,1.540938138961792,1.5738521814346313,1.457757830619812,3.047485589981079
16,0.0007999999797903001,0.9975904822349548,0.8826684355735779,1.1346347332000732,1.6716350317001343,1.5584428310394287,3.0630195140838623
17,0.0007999999797903001,0.861305296421051,0.7491779327392578,0.8233954310417175,1.650262475013733,1.5397493839263916,3.0605156421661377
18,0.0005599999567493796,0.7869840860366821,0.6771891117095947,0.7406359314918518,1.3967803716659546,1.2880547046661377,2.14766263961792
19,0.0005599999567493796,0.7640926837921143,0.6560356616973877,0.6387377381324768,1.6234169006347656,1.5163681507110596,3.0206422805786133
20,0.0005599999567493796,0.6496798992156982,0.5432830452919006,0.4208167791366577,1.7013750076293945,1.5959712266921997,3.263657331466675
21,0.0005599999567493796,0.6724106669425964,0.5676403045654297,0.549517035484314,1.608252763748169,1.504427433013916,2.952030897140503
22,0.0005599999567493796,0.6395934820175171,0.5363584160804749,0.48095613718032837,1.6208381652832031,1.5184886455535889,2.9691357612609863
23,0.0005599999567493796,0.7327793836593628,0.6309791803359985,0.5770650506019592,1.4985592365264893,1.3975884914398193,2.5336756706237793
