epoch,learning_rate,loss,mae,mse,val_loss,val_mae,val_mse
0,0.0010000000474974513,3.1204893589019775,3.1204893589019775,12.426681518554688,1.832209825515747,1.832209825515747,4.496977806091309
1,0.0010000000474974513,1.5755738019943237,1.5755738019943237,3.330162525177002,1.9108428955078125,1.9108428955078125,4.737824440002441
2,0.0010000000474974513,1.4200549125671387,1.4200549125671387,2.7657318115234375,1.8503239154815674,1.8503239154815674,4.566588878631592
3,0.0010000000474974513,1.3973414897918701,1.3973414897918701,2.7244644165039062,1.9548418521881104,1.9548418521881104,5.491771221160889
4,0.0010000000474974513,1.3513363599777222,1.3513363599777222,2.5558369159698486,1.8365814685821533,1.8365814685821533,4.342155933380127
5,0.0010000000474974513,1.3168264627456665,1.3168264627456665,2.3030598163604736,1.8344541788101196,1.8344541788101196,4.220753192901611
6,0.0010000000474974513,1.431998372077942,1.431998372077942,2.7677693367004395,1.832322120666504,1.832322120666504,4.199796676635742
7,0.0010000000474974513,1.38763427734375,1.38763427734375,2.623112916946411,1.8293859958648682,1.8293859958648682,4.1204352378845215
8,0.0010000000474974513,1.3096810579299927,1.3096810579299927,2.2780652046203613,1.8421356678009033,1.8421356678009033,4.553273677825928
9,0.0010000000474974513,1.3337292671203613,1.3337292671203613,2.3886942863464355,1.9263290166854858,1.9263290166854858,5.306919574737549
10,0.0010000000474974513,1.3837487697601318,1.3837487697601318,2.8291897773742676,1.90447199344635,1.90447199344635,5.098969459533691
11,0.0010000000474974513,1.3273539543151855,1.3273539543151855,2.5294554233551025,1.8198705911636353,1.8198705911636353,4.338903903961182
12,0.0010000000474974513,1.3554502725601196,1.3554502725601196,2.4125654697418213,1.816611886024475,1.816611886024475,4.106110095977783
13,0.0010000000474974513,1.3571940660476685,1.3571940660476685,2.5840327739715576,1.8158271312713623,1.8158271312713623,4.071153163909912
14,0.0010000000474974513,1.3287969827651978,1.3287969827651978,2.3108651638031006,1.8146108388900757,1.8146108388900757,4.239574909210205
15,0.0010000000474974513,1.3138847351074219,1.3138847351074219,2.2516913414001465,1.8071362972259521,1.8071362972259521,4.286376476287842
16,0.0010000000474974513,1.3069692850112915,1.3069692850112915,2.233389377593994,1.7954843044281006,1.7954843044281006,4.100589275360107
17,0.0010000000474974513,1.3368256092071533,1.3368256092071533,2.26870059967041,1.7793464660644531,1.7793464660644531,4.045900821685791
18,0.0010000000474974513,1.3333617448806763,1.3333617448806763,2.2540860176086426,1.7584550380706787,1.7584550380706787,3.8388335704803467
19,0.0010000000474974513,1.2539376020431519,1.2539376020431519,2.173485279083252,1.6950578689575195,1.6950578689575195,3.6002960205078125
20,0.0010000000474974513,1.0928196907043457,1.0928196907043457,1.7187237739562988,1.5712618827819824,1.5712618827819824,4.039288520812988
21,0.0010000000474974513,1.3416476249694824,1.3416476249694824,2.9337477684020996,1.6588668823242188,1.6588668823242188,3.857748031616211
22,0.0010000000474974513,1.0857852697372437,1.0857852697372437,1.8834953308105469,1.8788172006607056,1.8788172006607056,4.226925849914551
23,0.0010000000474974513,0.7721316814422607,0.7721316814422607,1.1017415523529053,1.9316461086273193,1.9316461086273193,6.417407989501953
24,0.0010000000474974513,1.3538405895233154,1.3538405895233154,3.019129753112793,1.9261115789413452,1.9261115789413452,6.104577541351318
25,0.0010000000474974513,1.0103482007980347,1.0103482007980347,1.6116582155227661,1.9202886819839478,1.9202886819839478,4.3739824295043945
26,0.0010000000474974513,1.0744128227233887,1.0744128227233887,1.699920415878296,1.8471794128417969,1.8471794128417969,4.8541412353515625
27,0.0010000000474974513,0.9000625610351562,0.9000625610351562,1.2596732378005981,1.9263709783554077,1.9263709783554077,5.126035213470459
28,0.0010000000474974513,0.851396918296814,0.851396918296814,1.196342945098877,2.1778512001037598,2.1778512001037598,7.252985954284668
29,0.0005000000237487257,0.8086344599723816,0.8086344599723816,1.1567479372024536,2.1921639442443848,2.1921639442443848,6.80197286605835
30,0.0005000000237487257,0.73800128698349,0.73800128698349,0.9140914082527161,1.9899444580078125,1.9899444580078125,5.443421840667725
31,0.0005000000237487257,0.7897669672966003,0.7897669672966003,1.071365237236023,1.8533680438995361,1.8533680438995361,5.099689483642578
32,0.0005000000237487257,0.703148603439331,0.703148603439331,0.8552778959274292,2.0362861156463623,2.0362861156463623,5.524203300476074
33,0.0005000000237487257,0.6616250276565552,0.6616250276565552,0.7412594556808472,2.094651699066162,2.094651699066162,5.990538120269775
34,0.0005000000237487257,0.7374132871627808,0.7374132871627808,0.9164661765098572,2.1315295696258545,2.1315295696258545,6.726460933685303
35,0.0005000000237487257,0.6878347396850586,0.6878347396850586,0.8166091442108154,2.1654248237609863,2.1654248237609863,6.5972900390625
