epoch,learning_rate,loss,mae,mse,val_loss,val_mae,val_mse
0,0.0010000000474974513,1.7764480113983154,1.7764480113983154,4.631497383117676,1.7881624698638916,1.7881624698638916,3.8923287391662598
1,0.0010000000474974513,1.352262258529663,1.352262258529663,2.4569802284240723,1.8553543090820312,1.8553543090820312,5.142099857330322
2,0.0010000000474974513,1.4368027448654175,1.4368027448654175,2.837932586669922,1.7559210062026978,1.7559210062026978,3.9649863243103027
3,0.0010000000474974513,1.302939772605896,1.302939772605896,2.458636999130249,1.6301567554473877,1.6301567554473877,3.6540844440460205
4,0.0010000000474974513,1.6298010349273682,1.6298010349273682,3.972168207168579,1.980078101158142,1.980078101158142,6.121277809143066
5,0.0010000000474974513,1.420786738395691,1.420786738395691,2.989175319671631,1.809030532836914,1.809030532836914,4.634962558746338
6,0.0010000000474974513,1.2550822496414185,1.2550822496414185,2.069685220718384,1.7736152410507202,1.7736152410507202,3.9681174755096436
7,0.0010000000474974513,1.2653154134750366,1.2653154134750366,2.5512635707855225,1.9042541980743408,1.9042541980743408,4.79239559173584
8,0.0010000000474974513,1.3060702085494995,1.3060702085494995,2.50174617767334,1.767236351966858,1.767236351966858,4.050895690917969
9,0.0010000000474974513,1.1245707273483276,1.1245707273483276,1.8461277484893799,1.875056266784668,1.875056266784668,4.500797271728516
10,0.0010000000474974513,0.8939198851585388,0.8939198851585388,1.493298888206482,1.7785816192626953,1.7785816192626953,4.065594673156738
11,0.0010000000474974513,0.7721689939498901,0.7721689939498901,0.9867785573005676,1.7372887134552002,1.7372887134552002,4.1353840827941895
12,0.0005000000237487257,0.7660080790519714,0.7660080790519714,0.9618529677391052,1.8740568161010742,1.8740568161010742,4.62935733795166
13,0.0005000000237487257,0.6619361639022827,0.6619361639022827,0.7474603652954102,1.9136698246002197,1.9136698246002197,4.665950775146484
14,0.0005000000237487257,0.6430937647819519,0.6430937647819519,0.7146216034889221,1.708431601524353,1.708431601524353,3.675400495529175
15,0.0005000000237487257,0.6990644931793213,0.6990644931793213,0.7519053220748901,1.9305782318115234,1.9305782318115234,4.59780740737915
16,0.0005000000237487257,0.6220588684082031,0.6220588684082031,0.5959603786468506,1.8858296871185303,1.8858296871185303,4.397332668304443
17,0.0005000000237487257,0.6160797476768494,0.6160797476768494,0.6133729815483093,2.153451681137085,2.153451681137085,6.044741153717041
18,0.0005000000237487257,0.6941075921058655,0.6941075921058655,0.8807968497276306,1.9058341979980469,1.9058341979980469,4.587965488433838
